# The explain targets: one (project, package) pair per line, tab separated.
#
# Hand-picked on 2026-09-23 out of the 4,124 findings of the 39-project corpus, chosen to span all
# nine verdicts, all five priorities and all ten signals S1-S10 across 24 of the 39 projects. There
# is no generator and there cannot be one: regenerating the list from a run's findings would reduce
# it to whatever the corpus happens to contain that day, which is the opposite of what it is for.
#
# It decays, because a refreshed corpus may no longer install the package a line names. That decay
# is meant to be read, not guessed at: `corpus explain` records every target it could not render,
# and `corpus check` reports the pairs it did not get.
BookStackApp_BookStack	symfony/polyfill-php85
BookStackApp_BookStack	symfony/polyfill-uuid
PrestaShop_PrestaShop	symfony/polyfill-php73
PrestaShop_PrestaShop	paragonie/random_compat
PrestaShop_PrestaShop	psr/cache
PrestaShop_PrestaShop	psr/clock
PrestaShop_PrestaShop	psr/container
PrestaShop_PrestaShop	psr/event-dispatcher
PrestaShop_PrestaShop	psr/http-factory
PrestaShop_PrestaShop	psr/http-message
PrestaShop_PrestaShop	psr/link
PrestaShop_PrestaShop	psr/log
PrestaShop_PrestaShop	symfony/polyfill-ctype
PrestaShop_PrestaShop	symfony/polyfill-intl-grapheme
PrestaShop_PrestaShop	symfony/polyfill-intl-icu
PrestaShop_PrestaShop	symfony/polyfill-intl-idn
PrestaShop_PrestaShop	symfony/polyfill-intl-normalizer
PrestaShop_PrestaShop	symfony/polyfill-mbstring
PrestaShop_PrestaShop	symfony/polyfill-php72
PrestaShop_PrestaShop	symfony/polyfill-php80
PrestaShop_PrestaShop	symfony/polyfill-php83
PrestaShop_PrestaShop	greenlion/php-sql-parser
bedrock	roots/wordpress
bedrock	symfony/polyfill-ctype
bedrock	symfony/polyfill-php80
drupal	drupal/core-composer-scaffold
drupal	drupal/core-project-message
drupal	drupal/core-recipe-unpack
drupal	symfony/polyfill-ctype
drupal	symfony/polyfill-iconv
drupal	symfony/polyfill-php80
drupal_drupal	symfony/polyfill-ctype
drupal_drupal	symfony/polyfill-iconv
firefly-iii_firefly-iii	symfony/polyfill-ctype
firefly-iii_firefly-iii	symfony/polyfill-php80
firefly-iii_firefly-iii	symfony/polyfill-uuid
gh_FOSSBilling_FOSSBilling	symfony/polyfill-ctype
gh_FOSSBilling_FOSSBilling	symfony/polyfill-uuid
gh_SuiteCRM_SuiteCRM	symfony/polyfill-uuid
gh_SuiteCRM_SuiteCRM	phootwork/collection
gh_SuiteCRM_SuiteCRM	symfony/polyfill-ctype
gh_SuiteCRM_SuiteCRM	symfony/polyfill-php80
gh_SuiteCRM_SuiteCRM	symfony/polyfill-php81
gh_SuiteCRM_SuiteCRM	zf1s/zend-exception
gh_akaunting_akaunting	symfony/polyfill-ctype
gh_akaunting_akaunting	symfony/polyfill-php80
gh_akaunting_akaunting	symfony/polyfill-uuid
gh_bagisto_bagisto	symfony/polyfill-ctype
gh_bagisto_bagisto	symfony/polyfill-php80
gh_bagisto_bagisto	symfony/polyfill-uuid
gh_composer_composer	symfony/polyfill-php73
gh_composer_composer	symfony/polyfill-php80
gh_composer_composer	symfony/polyfill-ctype
gh_espocrm_espocrm	symfony/polyfill-intl-normalizer
gh_espocrm_espocrm	symfony/polyfill-php80
PrestaShop_PrestaShop	doctrine/cache
PrestaShop_PrestaShop	doctrine/annotations
PrestaShop_PrestaShop	marcusschwarz/lesserphp
gh_akaunting_akaunting	intervention/imagecache
gh_akaunting_akaunting	hoa/compiler
gh_akaunting_akaunting	hoa/consistency
gh_akaunting_akaunting	hoa/event
gh_akaunting_akaunting	hoa/exception
gh_akaunting_akaunting	hoa/file
gh_akaunting_akaunting	hoa/iterator
gh_akaunting_akaunting	hoa/math
gh_akaunting_akaunting	hoa/regex
gh_akaunting_akaunting	hoa/stream
gh_akaunting_akaunting	hoa/ustring
gh_akaunting_akaunting	hoa/visitor
gh_akaunting_akaunting	hoa/zformat
gh_akaunting_akaunting	laravelcollective/html
gh_crater-invoice_crater	fruitcake/laravel-cors
gh_crater-invoice_crater	innocenzi/laravel-vite
gh_crater-invoice_crater	doctrine/cache
gh_crater-invoice_crater	swiftmailer/swiftmailer
gh_librenms_librenms	influxdb/influxdb-php
gh_librenms_librenms	pear/console_color2
gh_phpstan_phpstan-src	hoa/compiler
gh_phpstan_phpstan-src	hoa/exception
gh_phpstan_phpstan-src	hoa/file
gh_phpstan_phpstan-src	hoa/consistency
gh_phpstan_phpstan-src	hoa/event
gh_phpstan_phpstan-src	hoa/iterator
gh_phpstan_phpstan-src	hoa/math
gh_phpstan_phpstan-src	hoa/protocol
gh_phpstan_phpstan-src	hoa/regex
gh_phpstan_phpstan-src	hoa/stream
gh_phpstan_phpstan-src	hoa/ustring
gh_phpstan_phpstan-src	hoa/visitor
gh_phpstan_phpstan-src	hoa/zformat
PrestaShop_PrestaShop	prestashop/ps_apiresources
drupal_drupal	drupal/core-project-message
drupal_drupal	drupal/core-recipe-unpack
drupal_drupal	drupal/core-vendor-hardening
drupal_drupal	drupal/core-composer-scaffold
gh_espocrm_espocrm	cboden/ratchet
gh_espocrm_espocrm	lasserafn/php-initial-avatar-generator
gh_getgrav_grav	twig/twig
gh_invoiceninja_invoiceninja	beganovich/snappdf
gh_invoiceninja_invoiceninja	invoiceninja/einvoice
gh_librenms_librenms	librenms/laravel-vue-i18n-generator
gh_phpstan_phpstan-src	jetbrains/phpstorm-stubs
gh_phpstan_phpstan-src	react/child-process
gh_sebastianbergmann_phpunit	phpunit/php-code-coverage
grokability_snipe-it	arietimmerman/laravel-scim-server
matomo-org_matomo	lox/xhprof
matomo-org_matomo	matomo/referrer-spam-list
matomo-org_matomo	matomo/searchengine-and-social-list
mautic_mautic	mautic/core-lib
wallabag_wallabag	friendsofsymfony/oauth-server-bundle
wallabag_wallabag	wallabag/rulerz
wallabag_wallabag	wallabag/rulerz-bundle
wallabag_wallabag	wallabag/rulerz-bridge
PrestaShop_PrestaShop	mrclay/props-dic
gh_SuiteCRM_SuiteCRM	consolidation/self-update
gh_akaunting_akaunting	akaunting/laravel-mutable-observer
gh_akaunting_akaunting	genealabs/laravel-pivot-events
gh_bagisto_bagisto	khaled.alshamaa/ar-php
gh_crater-invoice_crater	doctrine/dbal
gh_crater-invoice_crater	intervention/image
gh_crater-invoice_crater	laravel/sanctum
gh_crater-invoice_crater	laravel/ui
gh_crater-invoice_crater	league/flysystem-aws-s3-v3
gh_crater-invoice_crater	predis/predis
gh_crater-invoice_crater	spatie/flysystem-dropbox
gh_crater-invoice_crater	spatie/laravel-backup
gh_crater-invoice_crater	vinkla/hashids
gh_crater-invoice_crater	dompdf/dompdf
gh_crater-invoice_crater	phenx/php-svg-lib
gh_crater-invoice_crater	asm89/stack-cors
gh_crater-invoice_crater	brick/math
gh_crater-invoice_crater	doctrine/event-manager
gh_crater-invoice_crater	doctrine/instantiator
gh_crater-invoice_crater	doctrine/lexer
gh_crater-invoice_crater	egulias/email-validator
gh_crater-invoice_crater	graham-campbell/guzzle-factory
sylius	sylius/twig-extra
sylius	sylius/twig-hooks
wallabag_wallabag	scheb/2fa-backup-code
wallabag_wallabag	scheb/2fa-google-authenticator
wallabag_wallabag	scheb/2fa-trusted-device
wallabag_wallabag	pagerfanta/twig
monicahq_monica	spatie/data-transfer-object
sylius	php-http/message-factory
